gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
4601943398	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/1a39d7c4eb2ce1a6cf1dbaabe4d9bd0a.jpg	http://specimens.kew.org/herbarium/K002083574									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601943382	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/d4f9fad212841b121c26eb0ec52791d7.jpg	http://specimens.kew.org/herbarium/K002083361									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601943375	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/d24b31c340520800bd13027be3161c34.jpg	http://specimens.kew.org/herbarium/K002083280									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601943375	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/59a3df62abe3dad71e7cb182f866cea0.jpg	http://specimens.kew.org/herbarium/K002083280									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601943374	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/a8e877758ba7074a9eecf33709607040.jpg	http://specimens.kew.org/herbarium/K002083277									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601942642	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/c828689ae2c8b40310bb5e672532d3ee.jpg	http://specimens.kew.org/herbarium/K002095198									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601942435	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/b8a6ec6050139a310c8099adabafc116.jpg	http://specimens.kew.org/herbarium/K002084059									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601942421	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/df88b341f59d0cbd48c901e978b38ef0.jpg	http://specimens.kew.org/herbarium/K002083876									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601941444	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/0a2c76820b0bd583e8f39ac54d9c32ab.jpg	http://specimens.kew.org/herbarium/K002083878									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601941422	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/dd9f1f4b38fc4ddce602e9afdc8b414c.jpg	http://specimens.kew.org/herbarium/K002083599									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601940601	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/9456b1e136d8083f6b399b30001d4a31.jpg	http://specimens.kew.org/herbarium/K002095197									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601940403	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/026533b3b0ca370f4ac5da14a9eadfb6.jpg	http://specimens.kew.org/herbarium/K002084058									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601940390	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/2788773e45a7ac9e634152afc6585cb6.jpg	http://specimens.kew.org/herbarium/K002083875									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601940385	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/1d534eddaf0158f6500ca15092a0873c.jpg	http://specimens.kew.org/herbarium/K002083824									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601940365	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/cb03fec68ef19e97ee5547fdf233c810.jpg	http://specimens.kew.org/herbarium/K002083578									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601939417	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/fc0e8d4f4ef2f69f44907ce06db6ed97.jpg	http://specimens.kew.org/herbarium/K002083822									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601939402	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/c3a2921f3adaaf56a9fefedf077d2502.jpg	http://specimens.kew.org/herbarium/K002083639									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601939398	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/c9b5b646100dfe35e54392737e9686b1.jpg	http://specimens.kew.org/herbarium/K002083576									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601939387	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/5c0db02fa7b492d354a87e45ca6a9766.jpg	http://specimens.kew.org/herbarium/K002083459									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601939371	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/a1f6a15cc3a0b243b84e98df07a03dec.jpg	http://specimens.kew.org/herbarium/K002083279									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601938446	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/c935a2739ac35c23d3445d1db9e77c74.jpg	http://specimens.kew.org/herbarium/K002084265									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601938396	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/fa15d180ae6f217d54872ee2bcff58ca.jpg	http://specimens.kew.org/herbarium/K002083635									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601938393	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/680f55156e8465ffccfeeefac4ea7018.jpg	http://specimens.kew.org/herbarium/K002083602									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601938390	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/1c430a9df8d9203e3a0892ca5cf2a3cb.jpg	http://specimens.kew.org/herbarium/K002083572									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601937367	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/b837ea308130d6b8cff8cc081bdde0fd.jpg	http://specimens.kew.org/herbarium/K002083634									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601937365	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/4c058561c686a1af19f6d226198fbc39.jpg	http://specimens.kew.org/herbarium/K002083601									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601936642	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/707069bc1daf92d2e4d92f619b05cc25.jpg	http://specimens.kew.org/herbarium/K002095199									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601936429	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/432fab3d4f10f9c2a402a66c6ad1fe0a.jpg	http://specimens.kew.org/herbarium/K002083877									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601936405	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/22c7e3ad69065d28beded7e8f44d4308.jpg	http://specimens.kew.org/herbarium/K002083598									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601935418	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/5f03b21762e56c06a3a53af95b4ad278.jpg	http://specimens.kew.org/herbarium/K002083874									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601935414	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/81a95e0ef9401c56d6df6fce50d1ddc7.jpg	http://specimens.kew.org/herbarium/K002083823									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601935414	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/ad00d47e3aa682dd3e2c2dd647796c87.jpg	http://specimens.kew.org/herbarium/K002083823									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601935394	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/69edcdfcea27c6b8d499d4ede43948bb.jpg	http://specimens.kew.org/herbarium/K002083577									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601935368	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/822996767c406043d32ce548115ea808.jpg	http://specimens.kew.org/herbarium/K002083247									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601935367	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/3f7364bd164b6240d6dabd8963b2ea26.jpg	http://specimens.kew.org/herbarium/K002083232									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601935151	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/d226d4608ff7295aa43b6d2978c433ec.jpg	http://specimens.kew.org/herbarium/K002080216									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601934169	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/e7e0d7168cf8a6fdbb249653668547b2.jpg	http://specimens.kew.org/herbarium/K002080213									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601932149	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/1fd0f34482d79e511692e569f152ca6e.jpg	http://specimens.kew.org/herbarium/K002080212									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601931210	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/9f003f584d1a5aae8131483a7d624b2e.jpg	http://specimens.kew.org/herbarium/K002080827									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601930172	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/049a4cf3366f73797481bd953e6fb421.jpg	http://specimens.kew.org/herbarium/K002080214									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601926245	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/f6506cb4b0f4efe4b6c5e6e65476ca61.jpg	http://specimens.kew.org/herbarium/K002080938									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601926191	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/bc0e9985fb28675e6d92a8b8a114945d.jpg	http://specimens.kew.org/herbarium/K002080215									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601923960	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/6246183f822e94a80eb09b78d95c4378.jpg	http://specimens.kew.org/herbarium/K001891786									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601920942	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/79183825039d5df68e2f18167634f5b8.jpg	http://specimens.kew.org/herbarium/K001891785									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601919581	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/36b084ef434e4b7a796a4626bd1b82f1.jpg	http://specimens.kew.org/herbarium/K001333200									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4601916355	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/d50af25f230a1fd4f0be4911a2c7dab3.jpg	http://specimens.kew.org/herbarium/K000569366									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4538703321	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/aa372bd0d137ebba391f8826a25c6f4b.jpg	http://specimens.kew.org/herbarium/K000010765									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4538703315	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/caf7265a9ab30e30628ec219870ba3c2.jpg	http://specimens.kew.org/herbarium/K000010701									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4538702319	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/5994ad5fab78f0d5855d6501ee595c51.jpg	http://specimens.kew.org/herbarium/K000010735									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4538698320	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/d9eb5d4b351ee41bea3f213c88483a72.jpg	http://specimens.kew.org/herbarium/K000010742									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4538696321	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/df56ffda04764c3e71d031a5604ba21a.jpg	http://specimens.kew.org/herbarium/K000010766									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4538696318	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/cae064c43b6a45a293bc5aeec7a3c04e.jpg	http://specimens.kew.org/herbarium/K000010739									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4535520892	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/17611c26a1685ee971f91e24df9b8d22.jpg	http://specimens.kew.org/herbarium/K002083164									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4535518887	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/f20aed0d56bb328f12b19463ab07ba78.jpg	http://specimens.kew.org/herbarium/K002083163									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4535516888	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/b671d199b4f148fd66a4555ed6987522.jpg	http://specimens.kew.org/herbarium/K002083165									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4535511903	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/c9ae366204c54766bda71d498cabe125.jpg	http://specimens.kew.org/herbarium/K002083162									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519464967	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/bd4f3487f10c686a71d3bd8a2c706e7e.jpg	http://specimens.kew.org/herbarium/K001639572									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519463997	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/97e90d2f37910f6221065d3f597ccc8a.jpg	http://specimens.kew.org/herbarium/K001639575									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519463743	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/ddd90ec8b2fa6b32c33b75e11cd3b891.jpg	http://specimens.kew.org/herbarium/K001635038									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519463533	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/1a96ddc054ca0bd805264f01ed5a15be.jpg	http://specimens.kew.org/herbarium/K001622988									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519455947	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/73b168a792e8656e5f22b18daccaaecc.jpg	http://specimens.kew.org/herbarium/K001639409									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519455878	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/2bb019f20035ab7b35b573024e63eca2.jpg	http://specimens.kew.org/herbarium/K001636718									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519452759	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/1228cf067e59b66703fba6a3c20bffaa.jpg	http://specimens.kew.org/herbarium/K001635037									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519452371	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/d79348c6ce02a81a2dd358d6c570ae0d.jpg	http://specimens.kew.org/herbarium/K001614733									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519448821	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/4bbfaa00ac41ab57b9520d1e59a48d93.jpg	http://specimens.kew.org/herbarium/K001561870									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519447207	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/4d1a3a6b83a4611aacb959ab5bbe77c0.jpg	http://specimens.kew.org/herbarium/K001612522									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519446977	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/52b2413045f9cfd798dbbda3658bb332.jpg	http://specimens.kew.org/herbarium/K001609210									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519444760	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/fa7b3d26cc2494441241209e6766e477.jpg	http://specimens.kew.org/herbarium/K001561866									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519444237	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/51b2b65d88e79f5e6eb10e286c979795.jpg	http://specimens.kew.org/herbarium/K001612663									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519442786	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/8e9d276bbf08868e24a4818c37f14d7e.jpg	http://specimens.kew.org/herbarium/K001561869									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519440844	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/1f83f97f40aa9a2abc0a7cc05b503f8d.jpg	http://specimens.kew.org/herbarium/K001561873									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519439773	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/a7d5b973fc79a2627612e140905fe8a2.jpg	http://specimens.kew.org/herbarium/K001561867									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519438799	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/60c32a9eb4b47625309582f36e486d1a.jpg	http://specimens.kew.org/herbarium/K001561871									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519436754	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/74a500d616fcd242ea6652f0a94fd996.jpg	http://specimens.kew.org/herbarium/K001561872									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519435803	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/27d5a98add0134afb252044bf2f5b530.jpg	http://specimens.kew.org/herbarium/K001561868									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519434753	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/2e65072cf375990f95d62d9fd24f3bc8.jpg	http://specimens.kew.org/herbarium/K001561865									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519408741	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/387292aa57fb1771b838aa3206187b4e.jpg	http://specimens.kew.org/herbarium/K001346438									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519406700	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/3c06fd433245b468218eb44b32feaee3.jpg	http://specimens.kew.org/herbarium/K001346547									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
4519385329	StillImage	image/jpeg	https://d2seqvvyy3b8p2.cloudfront.net/126495e3aeec316fc7caa09e2b037752.jpg	http://specimens.kew.org/herbarium/K000569804									http://creativecommons.org/licenses/by/4.0/	Royal Botanic Gardens, Kew
