gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceFromCentroidInMeters	issue	taxonomicIssue	nonTaxonomicIssue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	projectId	isSequenced	gbifRegion	publishedByGbifRegion	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory
4538703315				CC_BY_4_0	2024-10-21T17:37:48.160Z								K	Herbarium			PRESERVED_SPECIMEN				http://specimens.kew.org/herbarium/K000010701	K000010701	459	Rieder, C.; Camara, M.															PRESENT																							2022-10-16T00:00		289	289	2022	10	16		Savane arbustive						Herbe de 80 cm de haut, dressée. Tige grêle. Feuilles filiformes. Epillets rassemblés en capitule en haut de la tige, noirs. 			Tougué	AFRICA				GN			Tougué	Parc National du Moyen-Bafing, SP Kansangui, Tougui																																														Rieder, C.														Bulbostylis filamentosa (Vahl) C.B.Clarke							Cyperaceae	Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Bulbostylis	Bulbostylis			filamentosa			SPECIES				ACCEPTED			cd6e21c8-9e8a-493a-8a76-fbf7862069e5	GB	2025-07-25T00:00:09.957Z	888.0					CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH			StillImage	false	false	5292252	5292252	6	7707728	196	1369	7708	2719209		5292252	Bulbostylis filamentosa	Bulbostylis filamentosa (Vahl) C.B.Clarke	Bulbostylis filamentosa		DWC_ARCHIVE	2025-07-25T00:00:09.957Z	2025-07-24T23:26:45.206Z	true			false	AFRICA	EUROPE									
4538702319				CC_BY_4_0	2025-02-10T15:39:17.083Z								K	Herbarium			PRESERVED_SPECIMEN				http://specimens.kew.org/herbarium/K000010735	K000010735	413	Rieder, C.; Camara, M.															PRESENT																							2022-09-30T00:00		273	273	2022	9	30		Savane arbustive						Herbe dressée de 35 cm de haut, finement mais densément ciliée. Feuilles filiformes, vertes. Fibres basales rosées. Poils blancs courts à l'insertion des bractées de l'inflorescence. Inflorescence en anthèle.			Tougué	AFRICA				GN			Tougué	Parc National du Moyen-Bafing, SP Kollet, Potenta																																														Rieder, C.														Bulbostylis congolensis De Wild.							Cyperaceae	Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Bulbostylis	Bulbostylis			congolensis			SPECIES				ACCEPTED			cd6e21c8-9e8a-493a-8a76-fbf7862069e5	GB	2025-07-25T00:00:22.308Z	808.0					CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH			StillImage	false	false	5292493	5292493	6	7707728	196	1369	7708	2719209		5292493	Bulbostylis congolensis	Bulbostylis congolensis De Wild.	Bulbostylis congolensis		DWC_ARCHIVE	2025-07-25T00:00:22.308Z	2025-07-24T23:26:45.206Z	true			false	AFRICA	EUROPE									
4538698320				CC_BY_4_0	2025-02-10T15:39:17.103Z								K	Herbarium			PRESERVED_SPECIMEN				http://specimens.kew.org/herbarium/K000010742	K000010742	401	Rieder, C.; Camara, M.															PRESENT																							2022-09-23T00:00		266	266	2022	9	23		Savane arbustive						Herbe de 20 cm de haut, longs poils blancs épars. Feuilles filiformes, vert jaune. Inflorescence en anthèles avec poils blancs à l'insertion des bractées. Epillets avec bractéoles basales longues, recourbées. Glumes jaunes avec deux points bruns de part e			Tougué	AFRICA				GN			Tougué	Parc National du Moyen-Bafing, SP Kouratongo, Sangan																																														Rieder, C.														Bulbostylis coleotricha (Hochst. ex A.Rich.) C.B.Clarke							Cyperaceae	Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Bulbostylis	Bulbostylis			coleotricha			SPECIES				ACCEPTED			cd6e21c8-9e8a-493a-8a76-fbf7862069e5	GB	2025-07-25T00:00:30.458Z	830.0					CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH			StillImage	false	false	5292218	5292218	6	7707728	196	1369	7708	2719209		5292218	Bulbostylis coleotricha	Bulbostylis coleotricha (Hochst. ex A.Rich.) C.B.Clarke	Bulbostylis coleotricha		DWC_ARCHIVE	2025-07-25T00:00:30.458Z	2025-07-24T23:26:45.206Z	true			false	AFRICA	EUROPE									
4538696321				CC_BY_4_0	2024-08-12T16:57:00.173Z								K	Herbarium			PRESERVED_SPECIMEN				http://specimens.kew.org/herbarium/K000010766	K000010766	365	Rieder, C.; Camara, M.															PRESENT																							2022-09-21T00:00		264	264	2022	9	21		Savane herbeuse - bowal						Herbe dressée de 25 cm de haut, finement mais densément ciliée. Feuilles filiformes, glauques. Fibres basales rosées. Pas de longs poils blancs à l'insertion des bractées de l'inflorescence. Inflorescence en anthèle. Nervure de la glume plus claire que le			Tougué	AFRICA				GN			Tougué	Parc National du Moyen-Bafing, SP Kouratongo, Bowal Laffa Boubhé																																														Rieder, C.														Bulbostylis congolensis De Wild.							Cyperaceae	Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Bulbostylis	Bulbostylis			congolensis			SPECIES				ACCEPTED			cd6e21c8-9e8a-493a-8a76-fbf7862069e5	GB	2025-07-24T23:59:49.219Z	848.0					CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH			StillImage	false	false	5292493	5292493	6	7707728	196	1369	7708	2719209		5292493	Bulbostylis congolensis	Bulbostylis congolensis De Wild.	Bulbostylis congolensis		DWC_ARCHIVE	2025-07-24T23:59:49.219Z	2025-07-24T23:26:45.206Z	true			false	AFRICA	EUROPE									
4538696318				CC_BY_4_0	2025-02-10T15:39:17.097Z								K	Herbarium			PRESERVED_SPECIMEN				http://specimens.kew.org/herbarium/K000010739	K000010739	405	Rieder, C.; Camara, M.															PRESENT																							2022-09-27T00:00		270	270	2022	9	27		Savane herbeuse - bowal						Herbe de 4-7 cm de haut, glabre. Feuilles filiformes, vertes. Inflorescence en anthèles de 1-3 épillets. Epillets cylindriques. 			Tougué	AFRICA				GN			Tougué	Parc National du Moyen-Bafing, SP Fello-Koundoua, Carrefour Balagan																																														Rieder, C.														Bulbostylis pusilla (Hochst. ex A.Rich.) C.B.Clarke							Cyperaceae	Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Bulbostylis	Bulbostylis			pusilla			SPECIES				ACCEPTED			cd6e21c8-9e8a-493a-8a76-fbf7862069e5	GB	2025-07-25T00:00:22.188Z	625.0					CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH			StillImage	false	false	5292321	5292321	6	7707728	196	1369	7708	2719209		5292321	Bulbostylis pusilla	Bulbostylis pusilla (Hochst. ex A.Rich.) C.B.Clarke	Bulbostylis pusilla		DWC_ARCHIVE	2025-07-25T00:00:22.188Z	2025-07-24T23:26:45.206Z	true			false	AFRICA	EUROPE									
4535520892				CC_BY_4_0	2024-03-05T20:42:38.927Z								K	Herbarium			PRESERVED_SPECIMEN				http://specimens.kew.org/herbarium/K002083164	K002083164	9383	Bidgood, G.S.; Merett, L.; Vollesen, K.B.															PRESENT																							2017-02-20T00:00		51	51	2017	2	20												AFRICA				ZM				Mpika Distr., Mutinondo Wilderness Area, Chipundu Dambo.									-12.45	31.3																																																		Bulbostylis contexta (Nees) Bodard							Cyperaceae	Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Bulbostylis	Bulbostylis			contexta			SPECIES				ACCEPTED			cd6e21c8-9e8a-493a-8a76-fbf7862069e5	GB	2025-07-25T00:00:38.692Z	1450.0					COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH			StillImage	true	false	5292419	5292419	6	7707728	196	1369	7708	2719209		5292419	Bulbostylis contexta	Bulbostylis contexta (Nees) Bodard	Bulbostylis contexta		DWC_ARCHIVE	2025-07-25T00:00:38.692Z	2025-07-24T23:26:45.206Z	true			false	AFRICA	EUROPE	ZMB	Zambia	ZMB.6_1	Muchinga	ZMB.6.5_2	Lavushimanda			
4535518887				CC_BY_4_0	2024-03-05T20:42:38.927Z								K	Herbarium			PRESERVED_SPECIMEN				http://specimens.kew.org/herbarium/K002083163	K002083163	9354	Bidgood, G.S.; Merett, L.; Vollesen, K.B.															PRESENT																							2017-02-19T00:00		50	50	2017	2	19												AFRICA				ZM				Mpika Distr., Mutinondo Wilderness Area, The Bridge.									-12.45	31.3																																																		Bulbostylis contexta (Nees) Bodard							Cyperaceae	Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Bulbostylis	Bulbostylis			contexta			SPECIES				ACCEPTED			cd6e21c8-9e8a-493a-8a76-fbf7862069e5	GB	2025-07-24T23:59:33.085Z	1450.0					COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH			StillImage	true	false	5292419	5292419	6	7707728	196	1369	7708	2719209		5292419	Bulbostylis contexta	Bulbostylis contexta (Nees) Bodard	Bulbostylis contexta		DWC_ARCHIVE	2025-07-24T23:59:33.085Z	2025-07-24T23:26:45.206Z	true			false	AFRICA	EUROPE	ZMB	Zambia	ZMB.6_1	Muchinga	ZMB.6.5_2	Lavushimanda			
4535516888				CC_BY_4_0	2024-03-05T20:42:38.927Z								K	Herbarium			PRESERVED_SPECIMEN				http://specimens.kew.org/herbarium/K002083165	K002083165	9199	Bidgood, G.S.; Merrett, L.; Vollesen, K.B.															PRESENT																							2017-02-08T00:00		39	39	2017	2	8												AFRICA				ZM				Mpika Distr., Mutinondo Wilderness Area, Big Chipundu Dambo									-12.45	31.3																																																		Bulbostylis contexta (Nees) Bodard							Cyperaceae	Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Bulbostylis	Bulbostylis			contexta			SPECIES				ACCEPTED			cd6e21c8-9e8a-493a-8a76-fbf7862069e5	GB	2025-07-25T00:00:40.169Z	1450.0					COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH			StillImage	true	false	5292419	5292419	6	7707728	196	1369	7708	2719209		5292419	Bulbostylis contexta	Bulbostylis contexta (Nees) Bodard	Bulbostylis contexta		DWC_ARCHIVE	2025-07-25T00:00:40.169Z	2025-07-24T23:26:45.206Z	true			false	AFRICA	EUROPE	ZMB	Zambia	ZMB.6_1	Muchinga	ZMB.6.5_2	Lavushimanda			
4535511903				CC_BY_4_0	2024-03-05T20:42:38.927Z								K	Herbarium			PRESERVED_SPECIMEN				http://specimens.kew.org/herbarium/K002083162	K002083162	9127	Bidgood, G.S.; Merrett, L.; Vollesen, K.B.															PRESENT																							2017-02-04T00:00		35	35	2017	2	4												AFRICA				ZM				Mpika Distr., Mutinondo Wilderness Area, Mayense Dambo									-12.45	31.3																																																		Bulbostylis contexta (Nees) Bodard							Cyperaceae	Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Bulbostylis	Bulbostylis			contexta			SPECIES				ACCEPTED			cd6e21c8-9e8a-493a-8a76-fbf7862069e5	GB	2025-07-25T00:00:38.735Z	1450.0					COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH			StillImage	true	false	5292419	5292419	6	7707728	196	1369	7708	2719209		5292419	Bulbostylis contexta	Bulbostylis contexta (Nees) Bodard	Bulbostylis contexta		DWC_ARCHIVE	2025-07-25T00:00:38.735Z	2025-07-24T23:26:45.206Z	true			false	AFRICA	EUROPE	ZMB	Zambia	ZMB.6_1	Muchinga	ZMB.6.5_2	Lavushimanda			
4519464967				CC_BY_4_0	2023-11-28T10:53:49.133Z								K	Herbarium			PRESERVED_SPECIMEN				http://specimens.kew.org/herbarium/K001639572	K001639572	NcW9	Wightman, N. ; Bingham, M. ; McClelland, W.															PRESENT																							2017-03-30T00:00		89	89	2017	3	30		Rocky escarpment woodland growing along Aloe mzimbana, Strophanthus eminii									Nchelenge District	AFRICA				ZM			Nchelenge District	rocky escarpment woodland on path to viewpoint																																														Vollesen, K.														Bulbostylis tanzaniae (Lye) R.W.Haines							Cyperaceae	Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Bulbostylis	Bulbostylis			tanzaniae			SPECIES				ACCEPTED			cd6e21c8-9e8a-493a-8a76-fbf7862069e5	GB	2025-07-24T23:59:31.416Z						CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH			StillImage	false	false	5292395	5292395	6	7707728	196	1369	7708	2719209		5292395	Bulbostylis tanzaniae	Bulbostylis tanzaniae (Lye) R.W.Haines	Bulbostylis tanzaniae		DWC_ARCHIVE	2025-07-24T23:59:31.416Z	2025-07-24T23:26:45.206Z	true			false	AFRICA	EUROPE									
4519463997				CC_BY_4_0	2023-11-28T11:43:12.660Z								K	Herbarium			PRESERVED_SPECIMEN				http://specimens.kew.org/herbarium/K001639575	K001639575	NCW437	Wightman, N.															PRESENT																							2021-01-30T00:00		30	30	2021	1	30		Growing in open sparsely vegetated area within miombo woodland in sandy to clay loam soil									Kafue District	AFRICA				ZM			Kafue District																																															Vollesen, K.														Bulbostylis macra (Ridl.) C.B.Clarke							Cyperaceae	Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Bulbostylis	Bulbostylis			macra			SPECIES				ACCEPTED			cd6e21c8-9e8a-493a-8a76-fbf7862069e5	GB	2025-07-25T00:00:39.581Z						CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH			StillImage	false	false	5292472	5292472	6	7707728	196	1369	7708	2719209		5292472	Bulbostylis macra	Bulbostylis macra (Ridl.) C.B.Clarke	Bulbostylis macra		DWC_ARCHIVE	2025-07-25T00:00:39.581Z	2025-07-24T23:26:45.206Z	true			false	AFRICA	EUROPE									
4519463743				CC_BY_4_0	2023-10-30T11:00:29.443Z								K	Herbarium			PRESERVED_SPECIMEN				http://specimens.kew.org/herbarium/K001635038	K001635038	9019	Bidgood, S.; Merrett, L.; Vollesen, K.															PRESENT																							2017-01-30T00:00		30	30	2017	1	30											Mpika Distr.	AFRICA				ZM			Mpika Distr.	Lodge Rock									-12.45	31.3																																		0																Bulbostylis abortiva (Steud.) C.B.Clarke							Cyperaceae	Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Bulbostylis	Bulbostylis			abortiva			SPECIES				ACCEPTED			cd6e21c8-9e8a-493a-8a76-fbf7862069e5	GB	2025-07-25T00:00:31.909Z	1450.0					GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH			StillImage	true	false	5292304	5292304	6	7707728	196	1369	7708	2719209		5292304	Bulbostylis abortiva	Bulbostylis abortiva (Steud.) C.B.Clarke	Bulbostylis abortiva		DWC_ARCHIVE	2025-07-25T00:00:31.909Z	2025-07-24T23:26:45.206Z	true			false	AFRICA	EUROPE	ZMB	Zambia	ZMB.6_1	Muchinga	ZMB.6.5_2	Lavushimanda			
4519463533				CC_BY_4_0	2023-10-24T15:07:41.567Z								K	Herbarium			PRESERVED_SPECIMEN				http://specimens.kew.org/herbarium/K001622988	K001622988	2728	Merrett, L.; Ginwalla, R.															PRESENT																							2021-05-11T00:00		131	131	2021	5	11											Mafinga Dist.	AFRICA				ZM			Mafinga Dist.	eastern slope Kaminjaminja camp to Musipizi R. camp nr. Luangwa R. source.																																																												Bulbostylis schoenoides (Kunth) C.B.Clarke							Cyperaceae	Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Bulbostylis	Bulbostylis			schoenoides			SPECIES				ACCEPTED			cd6e21c8-9e8a-493a-8a76-fbf7862069e5	GB	2025-07-24T23:59:31.433Z						CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH			StillImage	false	false	5292300	5292300	6	7707728	196	1369	7708	2719209		5292300	Bulbostylis schoenoides	Bulbostylis schoenoides (Kunth) C.B.Clarke	Bulbostylis schoenoides		DWC_ARCHIVE	2025-07-24T23:59:31.433Z	2025-07-24T23:26:45.206Z	true			false	AFRICA	EUROPE									LC
4519455947				CC_BY_4_0	2023-12-08T16:59:07.030Z								K	Herbarium			PRESERVED_SPECIMEN				http://specimens.kew.org/herbarium/K001639409	K001639409	17944	Luke, W.R.Q.; Kabuye, C.; Festo, L.; Ntore, S.; Bayona, W.															PRESENT																							2017-01-27T00:00		27	27	2017	1	27											Minziro	AFRICA				TZ			Minziro										-1.0991	31.5211																																																		Bulbostylis barbata (Rottb.) C.B.Clarke							Cyperaceae	Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Bulbostylis	Bulbostylis			barbata			SPECIES				ACCEPTED			cd6e21c8-9e8a-493a-8a76-fbf7862069e5	GB	2025-07-25T00:00:03.360Z	1186.0					GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH			StillImage	true	false	5292372	5292372	6	7707728	196	1369	7708	2719209		5292372	Bulbostylis barbata	Bulbostylis barbata (Rottb.) C.B.Clarke	Bulbostylis barbata		DWC_ARCHIVE	2025-07-25T00:00:03.360Z	2025-07-24T23:26:45.206Z	true			false	AFRICA	EUROPE	TZA	Tanzania	TZA.6_1	Kagera	TZA.6.7_1	Missenyi	TZA.6.7.16_1	Minziro	
4519455878				CC_BY_4_0	2023-11-30T15:22:29.903Z								K	Herbarium			PRESERVED_SPECIMEN				http://specimens.kew.org/herbarium/K001636718	K001636718	2743	Merrett, L.; Ginwalla, R.															PRESENT																							2021-05-13T00:00		133	133	2021	5	13											Mafinga Dist.	AFRICA				ZM			Mafinga Dist.	eastern slope Musipizi R. camp to Namitawa Hill passing Luangwa R. source. 									-9.93	33.35																																																		Bulbostylis boeckeleriana (Schweinf.) Beetle							Cyperaceae	Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Bulbostylis	Bulbostylis			boeckeleriana			SPECIES				ACCEPTED			cd6e21c8-9e8a-493a-8a76-fbf7862069e5	GB	2025-07-25T00:00:03.993Z	1937.0					GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH			StillImage	true	false	5292239	5292239	6	7707728	196	1369	7708	2719209		5292239	Bulbostylis boeckeleriana	Bulbostylis boeckeleriana (Schweinf.) Beetle	Bulbostylis boeckeleriana		DWC_ARCHIVE	2025-07-25T00:00:03.993Z	2025-07-24T23:26:45.206Z	true			false	AFRICA	EUROPE	ZMB	Zambia	ZMB.6_1	Muchinga	ZMB.6.6_2	Mafinga			
4519452759				CC_BY_4_0	2023-10-30T10:58:38.757Z								K	Herbarium			PRESERVED_SPECIMEN				http://specimens.kew.org/herbarium/K001635037	K001635037	9403	Bidgood, S.; Merrett, L.; Vollesen, K.															PRESENT																							2017-02-22T00:00		53	53	2017	2	22											Mpika Distr.	AFRICA				ZM			Mpika Distr.	Greens Dambo									-12.45	31.3																																		0																Bulbostylis abortiva (Steud.) C.B.Clarke							Cyperaceae	Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Bulbostylis	Bulbostylis			abortiva			SPECIES				ACCEPTED			cd6e21c8-9e8a-493a-8a76-fbf7862069e5	GB	2025-07-25T00:00:32.238Z	1400.0					GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH			StillImage	true	false	5292304	5292304	6	7707728	196	1369	7708	2719209		5292304	Bulbostylis abortiva	Bulbostylis abortiva (Steud.) C.B.Clarke	Bulbostylis abortiva		DWC_ARCHIVE	2025-07-25T00:00:32.238Z	2025-07-24T23:26:45.206Z	true			false	AFRICA	EUROPE	ZMB	Zambia	ZMB.6_1	Muchinga	ZMB.6.5_2	Lavushimanda			
4519452371				CC_BY_4_0	2023-09-20T15:05:39.093Z								K	Herbarium			PRESERVED_SPECIMEN				http://specimens.kew.org/herbarium/K001614733	K001614733	265	Chidzinga, S.; Luke, W. R. Q.; Safari, M.															PRESENT																							2016-05-28T00:00		149	149	2016	5	28	28 May 2016											AFRICA				KE				Coast, Kwale County, Kaya Chonyi Kwale.									-4.05	39.53																																																		Bulbostylis densicaespitosa (Lye) R.W.Haines							Cyperaceae	Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Bulbostylis	Bulbostylis			densicaespitosa			SPECIES				ACCEPTED			cd6e21c8-9e8a-493a-8a76-fbf7862069e5	GB	2025-07-25T00:01:11.023Z	50.0					GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;PRESUMED_NEGATED_LATITUDE;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH			StillImage	true	true	5292197	5292197	6	7707728	196	1369	7708	2719209		5292197	Bulbostylis densicaespitosa	Bulbostylis densicaespitosa (Lye) R.W.Haines	Bulbostylis densicaespitosa		DWC_ARCHIVE	2025-07-25T00:01:11.023Z	2025-07-24T23:26:45.206Z	true			false	AFRICA	EUROPE	KEN	Kenya	KEN.19_1	Kwale	KEN.19.1_1	Kinango	KEN.19.1.2_1	Kinango	EN
4519448821				CC_BY_4_0	2023-04-14T11:34:24.630Z								K	Herbarium			PRESERVED_SPECIMEN				http://specimens.kew.org/herbarium/K001561870	K001561870	2275	Merrett, L.															PRESENT																							2017-12-21T00:00		355	355	2017	12	21												AFRICA				ZM																																																																Bulbostylis pilosa (Willd.) Cherm.							Cyperaceae	Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Bulbostylis	Bulbostylis			pilosa			SPECIES				ACCEPTED			cd6e21c8-9e8a-493a-8a76-fbf7862069e5	GB	2025-07-25T00:00:28.877Z						CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH			StillImage	false	false	5292190	5292190	6	7707728	196	1369	7708	2719209		5292190	Bulbostylis pilosa	Bulbostylis pilosa (Willd.) Cherm.	Bulbostylis pilosa		DWC_ARCHIVE	2025-07-25T00:00:28.877Z	2025-07-24T23:26:45.206Z	true			false	AFRICA	EUROPE									
4519447207				CC_BY_4_0	2023-08-31T17:46:15.283Z								K	Herbarium			PRESERVED_SPECIMEN				http://specimens.kew.org/herbarium/K001612522	K001612522	17211	Luke, W.R.Q.; Beentje, H.; Maunder, M.; Luke, P.A.															PRESENT																							2016-04-14T00:00		105	105	2016	4	14												AFRICA				UG				Nabugabo, Pt 914									0.3544	31.8649																																																		Bulbostylis barbata (Rottb.) C.B.Clarke							Cyperaceae	Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Bulbostylis	Bulbostylis			barbata			SPECIES				ACCEPTED			cd6e21c8-9e8a-493a-8a76-fbf7862069e5	GB	2025-07-25T00:00:02.904Z	1135.0					GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH			StillImage	true	false	5292372	5292372	6	7707728	196	1369	7708	2719209		5292372	Bulbostylis barbata	Bulbostylis barbata (Rottb.) C.B.Clarke	Bulbostylis barbata		DWC_ARCHIVE	2025-07-25T00:00:02.904Z	2025-07-24T23:26:45.206Z	true			false	AFRICA	EUROPE	UGA	Uganda	UGA.43_1	Mubende	UGA.43.3_1	Kassanda	UGA.43.3.4_1	Myanzi	
