gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
4519452371					2023-09-20 15:05:39.093000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001614733	K001614733	265	Chidzinga, S.; Luke, W. R. Q.; Safari, M.																																							2016-05-28 00:00:00.0000000							28 May 2016															Kenya	KE				Coast, Kwale County, Kaya Chonyi Kwale.		50.0											4.05	39.53																																																						Bulbostylis densicaespitosa							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				densicaespitosa					(Lye) R.W.Haines					
4519448821					2023-04-14 11:34:24.630000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001561870	K001561870	2275	Merrett, L.																																							2017-12-21 00:00:00.0000000																						Zambia	ZM																																																																								Bulbostylis pilosa							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				pilosa					(Willd.) Cherm.					
4519447207					2023-08-31 17:46:15.283000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001612522	K001612522	17211	Luke, W.R.Q.; Beentje, H.; Maunder, M.; Luke, P.A.																																							2016-04-14 00:00:00.0000000																						Uganda	UG				Nabugabo, Pt 914		1135.0											0.3544	31.8649																																																						Bulbostylis barbata							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				barbata					(Rottb.) C.B.Clarke					
4519446977					2023-07-18 16:11:46.083000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001609210	K001609210	2825	Merrett, L.; Ginwalla, R.																																							2021-05-18 00:00:00.0000000																	Mafinga District					Zambia	ZM			Mafinga District			2211.0																																																																		Bulbostylis filamentosa							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				filamentosa					(Vahl) C.B.Clarke					
4519444760					2023-04-14 11:34:24.650000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001561866	K001561866	2012	Merrett, L.																																							2016-02-07 00:00:00.0000000																						Zambia	ZM																																																																								Bulbostylis pusilla							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				pusilla					(Hochst. ex A.Rich.) C.B.Clarke					
4519444237					2023-09-04 15:45:43.370000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001612663	K001612663	273	Chidzinga, S.; Luke, W.R.Q.																																							2016-05-30 00:00:00.0000000																						Kenya	KE				Kenya, Coast, Kwale County, Kaya Lunguma		140.0											-4.13	39.517																																																						Bulbostylis argenteobrunea							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				argenteobrunea					C.B.Clarke					
4519442786					2023-04-14 11:34:24.657000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001561869	K001561869	2241	Merrett, L.																																							2017-11-25 00:00:00.0000000																						Zambia	ZM																																																																								Bulbostylis pilosa							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				pilosa					(Willd.) Cherm.					
4519440844					2023-04-14 11:34:24.663000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001561873	K001561873	1968	Merrett, L.																																							2015-11-13 00:00:00.0000000																						Zambia	ZM																																																																								Bulbostylis macra							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				macra					(Ridl.) C.B.Clarke					
4519439773					2023-04-14 11:34:24.650000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001561867	K001561867	1966	Merrett, L.																																							2015-11-13 00:00:00.0000000																						Zambia	ZM																																																																								Bulbostylis igneotonsa							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				igneotonsa					Raymond					
4519438799					2023-04-14 11:34:24.660000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001561871	K001561871	2275	Merrett, L.																																							2017-12-21 00:00:00.0000000																						Zambia	ZM																																																																								Bulbostylis pilosa							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				pilosa					(Willd.) Cherm.					
4519436754					2023-04-14 11:34:24.737000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001561872	K001561872	2222	Merrett, L.																																							2017-11-22 00:00:00.0000000																						Zambia	ZM																																																																								Bulbostylis macra							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				macra					(Ridl.) C.B.Clarke					
4519435803					2023-04-14 11:34:24.673000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001561868	K001561868	2241	Merrett, L.																																							2017-11-25 00:00:00.0000000																						Zambia	ZM																																																																								Bulbostylis pilosa							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				pilosa					(Willd.) Cherm.					
4519434753					2023-04-14 11:34:24.647000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001561865	K001561865	2223	Merrett, L.																																							2017-11-22 00:00:00.0000000																						Zambia	ZM																																																																								Bulbostylis igneotonsa							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				igneotonsa					Raymond					
4519408741					2022-11-25 11:07:04.320000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001346438	K001346438	JO1614	Osborne, J.; Datizua, C.; Langa, C.; Zandamela, J.; Macuacua, A. (guide)																																							2019-02-02 00:00:00.0000000								Miombo woodland  dominant Brachystegia spiciformis						WILDY;FREQFreq;FLY;FR-;IM								Mozambique	MZ				Panda District, Mbachavane (WP 262).		54.0											-24.34433	34.15081																																																						Bulbostylis							Cyperaceae	Plantae					Cyperaceae				Bulbostylis									Kunth					
4519406700					2024-10-21 14:43:14.067000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001346547	K001346547	CD16	Datizua, C.; Darbyshire, I; Langa, C.; Osborne, J.; Zandamela, J.; Macuacua, A. (guide)																																							2019-01-31 00:00:00.0000000								Savanna, with Acacia sp.(dom.), Hyphaene coriacea, Syzygium cordatum. Degraded by fires/ grazing. Dark Sandy soils.						WILDY;FREQPouco Freqe na área;FLT;FRF;IM								Mozambique	MZ				Panda District, Chivalo, Planície de Basquete.		43.0											-24.2724	34.43945																																								Martin Xanthos														Bulbostylis viridecarinata							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				viridecarinata					(De Wild.) Goetgh.					
4519385329					2023-10-26 16:49:04.720000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K000569804	K000569804	JO1450	Osborne, J.																																							2018-05-20 00:00:00.0000000								Wet seep area on granite rock in Afromontane grassland, NE-facing slope. Growing in the upper edge of the seep.						Minute erect herb forming clumps. Inflorescence brown.								Mozambique	MZ				Pico Muli.		1465.0											-15.73719	37.28312															GPS																									Xanthos, M.														Bulbostylis densa							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				densa					(Wall.) Hand.-Mazz.					
