gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
4601940385					2024-03-28 18:21:44.803000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083824	K002083824	1832	Merrett, L.																																							2015-02-26 00:00:00.0000000							26.ii.2015															Zambia	ZM				Mutinondo Wilderness Area near Kankonde Camp bridge		1380.0											-12.390472099	31.323222102000003																																																						Bulbostylis hispidula							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				hispidula					(Vahl) R.W.Haines					
4601940365					2024-04-03 18:20:53.290000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083578	K002083578	8599	Bidgood, S.; Merrett, L.; K. Vollesen																																							2016-05-03 00:00:00.0000000																						Zambia	ZM				Mpika Distr., Mutinondo Wilderness Area, Campers Rock		1450.0											-12.45000009	31.30000006																																																						Bulbostylis abortiva							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				abortiva					(Steud.) C.B.Clarke					
4601940361					2024-04-03 18:20:53.290000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083527	K002083527	989	Browning, J.																																							2015-04-16 00:00:00.0000000							16.iv.2015															Zimbabwe	ZW				Matabeland Province; Matobo, Besna Kobila		1468.0											-20.43333342	28.73333348																																																						Bulbostylis burchellii							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				burchellii					(Ficalho & Hiern) C.B.Clarke					
4601939417					2024-03-28 18:21:44.803000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083822	K002083822	1833	Merrett, L.																																							2015-02-26 00:00:00.0000000							26.ii.2015															Zambia	ZM				Mutinondo Wilderness Area near Kankonde Camp bridge		1380.0											-12.390472099	31.323222102000003																																																						Bulbostylis hispidula							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				hispidula					(Vahl) R.W.Haines					
4601939402					2024-03-28 18:21:44.803000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083639	K002083639	1810	Merrett, L.																																							2015-02-15 00:00:00.0000000							15.ii.2015															Zambia	ZM				Mutinondo Wilderness Area Musamfushi Dambo Edge		1420.0											-12.459666486	31.28833325																																																						Bulbostylis macra							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				macra					(Ridl.) C.B.Clarke					
4601939398					2024-04-03 18:20:53.290000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083576	K002083576	9071	Bidgood, G.S.; Merrett, L.; Vollesen, K.B.																																							2017-02-01 00:00:00.0000000																						Zambia	ZM				Mpika Distr., Mutinondo Wilderness Area, Choso Falls.		1450.0											-12.45000009	31.30000006																																																						Bulbostylis abortiva							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				abortiva					(Steud.) C.B.Clarke					
4601939387					2024-04-03 18:20:53.290000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083459	K002083459	9985	Merrett, L.; Vollesen, K.B.; Bidgood, G.S.																																							2019-12-22 00:00:00.0000000																						Zambia	ZM				Mpika Distr., Mutinondo Wilderness Area, west end of Kalobo Dambo.		1450.0											-12.45000009	31.30000006																																																						Bulbostylis capillaris							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				capillaris					(L.) Kunth ex C.B.Clarke					
4601939371					2024-04-03 18:20:53.290000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083279	K002083279	9684	Merrett, L.; Vollesen, K.B.; Bidgood, G.S.																																							2018-11-16 00:00:00.0000000																						Zambia	ZM				Mpika distr., Mutinodo wilderness Area, Mayense dambo		1450.0											-12.45000009	31.30000006																																																						Bulbostylis schoenoides							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				schoenoides					(Kunth) C.B.Clarke					
4601938446					2024-04-03 18:20:53.290000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002084265	K002084265	8833	Goyder, D.J.; Maiato, F.																																							2016-10-27 00:00:00.0000000																						Angola	AO				Cuanavale River source lake, c. 110 km SSE of Munhango.		1404.0											-13.09277753	18.8852779																																																						Bulbostylis							Cyperaceae	Plantae					Cyperaceae				Bulbostylis									Kunth					
4601938396					2024-03-28 18:21:44.803000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083635	K002083635	9368	Bidgood, G.S.; Merett, L.; Vollesen, K.B.																																							2017-02-20 00:00:00.0000000																						Zambia	ZM				Mpika Distr., Mutinondo Wilderness Area, Chipundu Dambo.		1450.0											-12.45000009	31.30000006																																																						Bulbostylis macra							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				macra					(Ridl.) C.B.Clarke					
4601938393					2024-04-03 18:20:53.290000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083602	K002083602	9433	Bidgood, S.; Merett, L.; K. Vollesen																																							2017-02-23 00:00:00.0000000																						Zambia	ZM				Mpika Distr., Mutinondo Wilderness Area, Charlies Rock		1450.0											-12.45000009	31.30000006																																																						Bulbostylis congolensis							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				congolensis					De Wild.					
4601938390					2024-04-03 18:20:53.290000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083572	K002083572	8608	Bidgood, S.; Merrett, L.; K. Vollesen																																							2016-05-03 00:00:00.0000000																						Zambia	ZM				Mpika Distr., Mutinondo Wilderness Area, Campers Rock		1450.0											-12.45000009	31.30000006																																																						Bulbostylis abortiva							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				abortiva					(Steud.) C.B.Clarke					
4601937367					2024-03-28 18:21:44.803000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083634	K002083634	9713	Merrett, L.; Vollesen, K.B.; Bidgood, G.S.																																							2018-11-20 00:00:00.0000000																						Zambia	ZM				Mutinondo Wilderness Area, Greens Dambo,		1450.0											-12.45000009	31.30000006																																																						Bulbostylis macra							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				macra					(Ridl.) C.B.Clarke					
4601937365					2024-04-03 18:20:53.290000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083601	K002083601	8818	Bidgood, S.; Merrett, L.; K. Vollesen																																							2016-05-13 00:00:00.0000000																						Zambia	ZM				Mpika Distr., Mutinondo Wilderness Area, east of Charlie's Rock		1450.0											-12.45000009	31.30000006																																																						Bulbostylis congolensis							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				congolensis					De Wild.					
4601937363					2024-04-03 18:20:53.290000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083571	K002083571	8954	Bidgood, S.; Merrett, L.; K. Vollesen																																							2016-05-20 00:00:00.0000000																						Zambia	ZM				Mpika Distr., Mutinondo Wilderness Area, east side of Quentin's Rock.		1450.0											-12.45000009	31.30000006																																																						Bulbostylis abortiva							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				abortiva					(Steud.) C.B.Clarke					
4601936642					2024-03-28 18:19:45.180000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002095199	K002095199	A2714	Lebbie																																							2017-05-04 00:00:00.0000000																						Sierra Leone	SL				Sewa River, Approaching Big Bekonger Falls, near Fomaya Village. Kenema District.		159.0											8.5000001	-11.28333339																																																						Bulbostylis cioniana							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				cioniana					(Pi.Savi) Lye					
4601936429					2024-03-28 18:21:44.803000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083877	K002083877	9049	Bidgood, G.S.; Merrett, L.; Vollesen, K.B.																																							2017-01-31 00:00:00.0000000																						Zambia	ZM				Mpika Distr., Mutinondo Wilderness Area, Lodge Rock Camp Site		1450.0											-12.45000009	31.30000006																																																						Bulbostylis hispidula							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				hispidula					(Vahl) R.W.Haines					
4601936405					2024-04-03 18:20:53.290000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083598	K002083598	9116	Bidgood, S.; Merrett, L.; K. Vollesen																																							2017-02-03 00:00:00.0000000																						Zambia	ZM				Mpika Distr., Mutinondo Wilderness Area, Mafoni Junction Rock		1450.0											-12.45000009	31.30000006																																																						Bulbostylis congolensis							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				congolensis					De Wild.					
4601935418					2024-03-28 18:21:44.803000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083874	K002083874	9022	Bidgood, G.S.; Merrett, L.; Vollesen, K.B.																																							2017-01-30 00:00:00.0000000																						Zambia	ZM				Mpika Distr., Mutinondo Wilderness Area, Lodge Rock		1450.0											-12.45000009	31.30000006																																																						Bulbostylis hispidula							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				hispidula					(Vahl) R.W.Haines					
4601935414					2024-03-28 18:21:44.803000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083823	K002083823	1834	Merrett, L.																																							2015-02-26 00:00:00.0000000							26.ii.2015															Zambia	ZM				Mutinondo Wilderness Area near Kankonde Camp bridge		1380.0											-12.390472099	31.323222102000003																																																						Bulbostylis hispidula							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				hispidula					(Vahl) R.W.Haines					
4601935394					2024-04-03 18:20:53.290000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083577	K002083577	9384	Bidgood, S.; Merett, L.; K. Vollesen																																							2017-02-20 00:00:00.0000000																						Zambia	ZM				Mpika Distr., Mutinondo Wilderness Area, Chipundu Dambo.		1450.0											-12.45000009	31.30000006																																																						Bulbostylis abortiva							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				abortiva					(Steud.) C.B.Clarke					
4601935368					2024-04-03 18:20:53.290000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083247	K002083247	8814	Bidgood, G.S.; Merrett, L.; Vollesen, K.B.																																							2016-05-13 00:00:00.0000000																						Zambia	ZM				Mpika Distr., Mutinondo Wilderness Area, east of Charlie's Rock.		1450.0											-12.45000009	31.30000006																																																						Bulbostylis fimbristyloides							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				fimbristyloides					C.B.Clarke					
4601935367					2024-04-03 18:20:53.290000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083232	K002083232	9312	Bidgood, G.S.; Merett, L.; Vollesen, K.B.																																							2017-02-16 00:00:00.0000000																						Zambia	ZM				Mpika Distr., Mutinondo Wilderness Area, Greens Dambo.		1400.0											-12.45000009	31.30000006																																																						Bulbostylis filamentosa							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				filamentosa					(Vahl) C.B.Clarke					
4601935151					2025-05-05 20:23:58.250000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002080216	K002080216	2391	Bidault, E.; Senterre, B.; Haba, P.K.; Goman, A.																																							2016-10-16 00:00:00.0000000							16 octobre 2016															Guinea	GN				Boffa Prefecture; Bel-Air, au nord-est de Kimyeliyah. Bowal.		127.0											10.30999978	-14.37222214																																																						Nemum spadiceum							Cyperaceae	Plantae					Cyperaceae				Nemum				spadiceum					(Lam.) Desv.					
4601934169					2025-02-24 12:34:43.793000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002080213	K002080213	2561	Bidault, E.; Senterre, B.; Haba, P.K.; Goman, A.																																							2016-10-24 00:00:00.0000000							24 octobre 2016															Guinea	GN				Boffa Prefecture; Bel- Air, crête ouest, à l'est de Kimyeliyah. Bowal marécageux.		142.0											10.30722208	-14.4044444																																																						Nemum spadiceum							Cyperaceae	Plantae					Cyperaceae				Nemum				spadiceum					(Lam.) Desv.					
4601932149					2025-02-24 12:34:43.793000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002080212	K002080212	2346	Bidault, E.; Senterre, B.; Haba, P.K.; Goman, A.																																							2016-10-15 00:00:00.0000000							15 octobre 2016															Guinea	GN				Boffa Prefecture, Bel-Air, à I'est de Moriagbe. Bowal.		23.0											10.27916637	-14.39388867																																																						Nemum spadiceum							Cyperaceae	Plantae					Cyperaceae				Nemum				spadiceum					(Lam.) Desv.					
4601931210					2024-03-28 18:19:45.180000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002080827	K002080827	3354	Bruhl, J.J.; Quinn, F.C.																																							2015-11-17 00:00:00.0000000																						Australia	AU				Central Coat: Brisgane Waters National Park, End of Warrsh Trig Road at Start of Tony Doyle Track on edge of carpark.		162.0											-33.549971863	151.28805548																																																						Bulbostylis densa							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				densa					(Wall.) Hand.-Mazz.					
4601930172					2025-02-24 12:34:43.800000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002080214	K002080214	2418	Bidault, E.; Senterre, B.; Haba, P.K.; Goman, A.																																							2016-10-18 00:00:00.0000000							18 octobre 2016															Guinea	GN				Boffa Prefecture; Bel-Air, à l'est de Kalekale. Bowal.		149.0											10.41833337	-14.3252776																																																						Nemum spadiceum							Cyperaceae	Plantae					Cyperaceae				Nemum				spadiceum					(Lam.) Desv.					
4601926245					2024-04-03 18:19:13.033000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002080938	K002080938	2525	Bidault, E.; Senterre, B.; Haba, P.; Goman, A.																																							2016-10-22 00:00:00.0000000							22 octobre 2016															Guinea	GN				Boffa Prefecture Bel-Air, entire Kimyeliyah et kinkerin Bowal		51.0											10.31805558	-14.38611111																																																						Bulbostylis filamentosa							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				filamentosa					(Vahl) C.B.Clarke					
4601926191					2025-02-24 12:34:43.797000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002080215	K002080215	2530	Bidault, E.; Senterre, B.; Haba, P.K.; Goman, A.																																							2016-10-22 00:00:00.0000000							22 octobre 2016															Guinea	GN				Boffa Prefecture; Bel-Air, entre Kimyeliyah et Kinkerin. Bowal.		51.0											10.31805558	-14.38611111																																																						Nemum spadiceum							Cyperaceae	Plantae					Cyperaceae				Nemum				spadiceum					(Lam.) Desv.					
4601923960					2024-04-04 17:02:58.700000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001891786	K001891786	16424	Luke, W.R.Q.; Maunder, M.; Luke, P.A.																																							2015-07-02 00:00:00.0000000																						South Sudan	SS				Torit-Katire, Pt713		780.0											4.2475	32.6772																																																						Bulbostylis coleotricha							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				coleotricha					(Hochst. ex A.Rich.) C.B.Clarke					
4601920942					2024-04-04 16:43:15.817000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001891785	K001891785	16425	Luke, W.R.Q.; Maunder, M.; Luke, P.A.																																							2015-07-02 00:00:00.0000000																						South Sudan	SS				Torit - Katire, Pt713		780.0											4.2475	32.6773																																																						Bulbostylis abortiva							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				abortiva					(Steud.) C.B.Clarke					
4601919581					2024-04-03 18:20:53.290000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001333200	K001333200	8290	Goyder, D.J.																																							2016-02-20 00:00:00.0000000																						Angola	AO				Wild Bird Trust, South Africa, River Cuito source lake, 62 km SSW of Munhango.		1461.0											-12.684166780000002	18.36499965																																																						Bulbostylis laniceps							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				laniceps					C.B.Clarke ex T.Durand & Schinz					
4601916355					2024-03-28 18:21:44.803000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K000569366	K000569366	JO 970	Osborne, J.																																							2015-02-18 00:00:00.0000000																						Zambia	ZM				Muchinga; Mutinondo Wilderness Area, Old village site to NE of airstrip.		1445.0											-12.44758	31.2804																																																						Bulbostylis							Cyperaceae	Plantae					Cyperaceae				Bulbostylis									Kunth					
4538703321					2024-08-12 16:57:00.177000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K000010765	K000010765	367	Rieder, C.; Camara, M.																																							2022-09-21 00:00:00.0000000								Savane herbeuse - bowal						Herbe de 15 cm de haut, glabre. Feuilles filiformes, vertes. Inflorescence en anthèles peu ramifiées. Epillets cylindriques. 			Tougué					Guinea	GN			Tougué	Parc National du Moyen-Bafing, SP Kouratongo, Bowal Laffa Boubhé		848.0																																																				Rieder, C.														Bulbostylis pusilla							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				pusilla					(Hochst. ex A.Rich.) C.B.Clarke					
4538703315					2024-10-21 17:37:48.160000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K000010701	K000010701	459	Rieder, C.; Camara, M.																																							2022-10-16 00:00:00.0000000								Savane arbustive						Herbe de 80 cm de haut, dressée. Tige grêle. Feuilles filiformes. Epillets rassemblés en capitule en haut de la tige, noirs. 			Tougué					Guinea	GN			Tougué	Parc National du Moyen-Bafing, SP Kansangui, Tougui		888.0																																																				Rieder, C.														Bulbostylis filamentosa							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				filamentosa					(Vahl) C.B.Clarke					
4538702319					2025-02-10 15:39:17.083000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K000010735	K000010735	413	Rieder, C.; Camara, M.																																							2022-09-30 00:00:00.0000000								Savane arbustive						Herbe dressée de 35 cm de haut, finement mais densément ciliée. Feuilles filiformes, vertes. Fibres basales rosées. Poils blancs courts à l'insertion des bractées de l'inflorescence. Inflorescence en anthèle.			Tougué					Guinea	GN			Tougué	Parc National du Moyen-Bafing, SP Kollet, Potenta		808.0																																																				Rieder, C.														Bulbostylis congolensis							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				congolensis					De Wild.					
4538698320					2025-02-10 15:39:17.103000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K000010742	K000010742	401	Rieder, C.; Camara, M.																																							2022-09-23 00:00:00.0000000								Savane arbustive						Herbe de 20 cm de haut, longs poils blancs épars. Feuilles filiformes, vert jaune. Inflorescence en anthèles avec poils blancs à l'insertion des bractées. Epillets avec bractéoles basales longues, recourbées. Glumes jaunes avec deux points bruns de part e			Tougué					Guinea	GN			Tougué	Parc National du Moyen-Bafing, SP Kouratongo, Sangan		830.0																																																				Rieder, C.														Bulbostylis coleotricha							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				coleotricha					(Hochst. ex A.Rich.) C.B.Clarke					
4538696321					2024-08-12 16:57:00.173000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K000010766	K000010766	365	Rieder, C.; Camara, M.																																							2022-09-21 00:00:00.0000000								Savane herbeuse - bowal						Herbe dressée de 25 cm de haut, finement mais densément ciliée. Feuilles filiformes, glauques. Fibres basales rosées. Pas de longs poils blancs à l'insertion des bractées de l'inflorescence. Inflorescence en anthèle. Nervure de la glume plus claire que le			Tougué					Guinea	GN			Tougué	Parc National du Moyen-Bafing, SP Kouratongo, Bowal Laffa Boubhé		848.0																																																				Rieder, C.														Bulbostylis congolensis							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				congolensis					De Wild.					
4538696318					2025-02-10 15:39:17.097000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K000010739	K000010739	405	Rieder, C.; Camara, M.																																							2022-09-27 00:00:00.0000000								Savane herbeuse - bowal						Herbe de 4-7 cm de haut, glabre. Feuilles filiformes, vertes. Inflorescence en anthèles de 1-3 épillets. Epillets cylindriques. 			Tougué					Guinea	GN			Tougué	Parc National du Moyen-Bafing, SP Fello-Koundoua, Carrefour Balagan		625.0																																																				Rieder, C.														Bulbostylis pusilla							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				pusilla					(Hochst. ex A.Rich.) C.B.Clarke					
4535520892					2024-03-05 20:42:38.927000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083164	K002083164	9383	Bidgood, G.S.; Merett, L.; Vollesen, K.B.																																							2017-02-20 00:00:00.0000000																						Zambia	ZM				Mpika Distr., Mutinondo Wilderness Area, Chipundu Dambo.		1450.0											-12.45000009	31.30000006																																																						Bulbostylis contexta							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				contexta					(Nees) Bodard					
4535518887					2024-03-05 20:42:38.927000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083163	K002083163	9354	Bidgood, G.S.; Merett, L.; Vollesen, K.B.																																							2017-02-19 00:00:00.0000000																						Zambia	ZM				Mpika Distr., Mutinondo Wilderness Area, The Bridge.		1450.0											-12.45000009	31.30000006																																																						Bulbostylis contexta							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				contexta					(Nees) Bodard					
4535516888					2024-03-05 20:42:38.927000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083165	K002083165	9199	Bidgood, G.S.; Merrett, L.; Vollesen, K.B.																																							2017-02-08 00:00:00.0000000																						Zambia	ZM				Mpika Distr., Mutinondo Wilderness Area, Big Chipundu Dambo		1450.0											-12.45000009	31.30000006																																																						Bulbostylis contexta							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				contexta					(Nees) Bodard					
4535511903					2024-03-05 20:42:38.927000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002083162	K002083162	9127	Bidgood, G.S.; Merrett, L.; Vollesen, K.B.																																							2017-02-04 00:00:00.0000000																						Zambia	ZM				Mpika Distr., Mutinondo Wilderness Area, Mayense Dambo		1450.0											-12.45000009	31.30000006																																																						Bulbostylis contexta							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				contexta					(Nees) Bodard					
4519464967					2023-11-28 10:53:49.133000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001639572	K001639572	NcW9	Wightman, N. ; Bingham, M. ; McClelland, W.																																							2017-03-30 00:00:00.0000000								Rocky escarpment woodland growing along Aloe mzimbana, Strophanthus eminii									Nchelenge District					Zambia	ZM			Nchelenge District	rocky escarpment woodland on path to viewpoint																																																						Vollesen, K.														Bulbostylis tanzaniae							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				tanzaniae					(Lye) R.W.Haines					
4519463997					2023-11-28 11:43:12.660000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001639575	K001639575	NCW437	Wightman, N.																																							2021-01-30 00:00:00.0000000								Growing in open sparsely vegetated area within miombo woodland in sandy to clay loam soil									Kafue District					Zambia	ZM			Kafue District																																																							Vollesen, K.														Bulbostylis macra							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				macra					(Ridl.) C.B.Clarke					
4519463743					2023-10-30 11:00:29.443000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001635038	K001635038	9019	Bidgood, S.; Merrett, L.; Vollesen, K.																																							2017-01-30 00:00:00.0000000																	Mpika Distr.					Zambia	ZM			Mpika Distr.	Lodge Rock		1450.0											-12.45	31.3																																						0																Bulbostylis abortiva							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				abortiva					(Steud.) C.B.Clarke					
4519463533					2023-10-24 15:07:41.567000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001622988	K001622988	2728	Merrett, L.; Ginwalla, R.																																							2021-05-11 00:00:00.0000000																	Mafinga Dist.					Zambia	ZM			Mafinga Dist.	eastern slope Kaminjaminja camp to Musipizi R. camp nr. Luangwa R. source.																																																																				Bulbostylis schoenoides							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				schoenoides					(Kunth) C.B.Clarke					
4519455947					2023-12-08 16:59:07.030000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001639409	K001639409	17944	Luke, W.R.Q.; Kabuye, C.; Festo, L.; Ntore, S.; Bayona, W.																																							2017-01-27 00:00:00.0000000																	Minziro					Tanzania	TZ			Minziro			1186.0											-1.0991	31.5211																																																						Bulbostylis barbata							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				barbata					(Rottb.) C.B.Clarke					
4519455878					2023-11-30 15:22:29.903000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001636718	K001636718	2743	Merrett, L.; Ginwalla, R.																																							2021-05-13 00:00:00.0000000																	Mafinga Dist.					Zambia	ZM			Mafinga Dist.	eastern slope Musipizi R. camp to Namitawa Hill passing Luangwa R. source. 		1937.0											-9.93	33.35																																																						Bulbostylis boeckeleriana							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				boeckeleriana					(Schweinf.) Beetle					
4519452759					2023-10-30 10:58:38.757000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K001635037	K001635037	9403	Bidgood, S.; Merrett, L.; Vollesen, K.																																							2017-02-22 00:00:00.0000000																	Mpika Distr.					Zambia	ZM			Mpika Distr.	Greens Dambo		1400.0											-12.45	31.3																																						0																Bulbostylis abortiva							Cyperaceae	Plantae					Cyperaceae				Bulbostylis				abortiva					(Steud.) C.B.Clarke					
